"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"11247",1351453440,"47770JX","NY","COM","07/10/2013",78,"P-U","FORD","P",5,5,5,944488,"0005","0000","1150P","","NY","O","198","ELIZABETH ST","BBBBBBB","0700P","0500A","GY",2010
"11248",1351454985,"98371JX","NY","COM","07/10/2013",14,"VAN","INTER","P",5,5,5,929453,"0005","0000","0103P","","NY","F","19","ELIZABETH ST","BBBBBBB","ALL","ALL","BR",1996
"11249",1351454997,"49757JG","NY","COM","07/10/2013",50,"VAN","GMC","P",5,5,5,929453,"0005","0000","0430P","","NY","O","48","ELDRIDGE ST","BBBBBBB","ALL","ALL","BR",1990
"11250",1351456520,"GGV9350","NY","PAS","07/10/2013",21,"SDN","HONDA","P",5,5,5,948331,"0005","0000","0132A","","NY","O","72B","FORSYTH","YBYBYBB","1200A","0300A","WHITE",1999
"11251",1351456532,"JDW9623","PA","PAS","07/10/2013",21,"SUBN","DODGE","P",5,5,5,948377,"0005","0000","0135A","","NY","O","64","FORSYTH","YBYBYBB","1200A","0300A","GRAY",0
"11252",1351470413,"WSA7604","VA","PAS","07/10/2013",20,"SDN","","P",5,5,5,929407,"0005","0000","0715P","","NY","O","49","MONROE ST","BBBBBBB","ALL","ALL","GN",0
"11253",1351470425,"OXZ8359","NJ","PAS","07/10/2013",46,"BUS","VAN H","P",5,5,5,929407,"0005","0000","0725P","","NY","F","7","BOWERY","BBBBBBB","ALL","ALL","WH",0
"11254",1351470589,"GJL1102","NY","PAS","07/10/2013",21,"SDN","NISSA","P",5,5,5,940371,"0005","0000","0148A","","NY","O","229","CHRYSDIE  STREET","YBYBYBB","1200A","0300A","RED",2013
"11256",1351826797,"41667JM","NY","COM","07/10/2013",14,"DELV","","P",1,1,1,946061,"0001","0000","0957A","","NY","O","110","HUDSON","BBBBBBB","ALL","ALL","WHITE",0
"11257",1351810443,"946SL8","MA","PAS","07/10/2013",40,"SDN","VOLKS","P",1,1,1,939421,"0001","0000","0258A","","NY","F","225","RECTOR PL","BBBBBBB","ALL","ALL","GY",0
"11258",1351812117,"97214JE","NY","COM","07/10/2013",20,"DELV","GMC","P",1,1,1,956572,"0001","0000","1127A","","NY","F","168","MERCES ST","YYYYYBB","0800P","0600P","BR",0
"11259",1351812129,"41854JM","NY","COM","07/10/2013",20,"DELV","GMC","P",1,1,1,936572,"0001","0000","1155A","","NY","F","166","MERCER ST","YYYYYBB","0800A","0600P","WH",0
"11260",1351731956,"95190JC","NY","COM","07/10/2013",14,"DELV","MERCU","P",14,14,161,952066,"0161","0000","0131P","","NY","F","120","W 45 ST","BBBBBBB","ALL","ALL","RED",1993
"11261",1351732730,"63492JM","NY","COM","07/10/2013",14,"DELV","","P",14,14,14,949170,"0014","0000","0628P","","NY","F","132","WEST 31 STREET","BBBBBBB","ALL","ALL","BROWN",0
"11262",1351738604,"57373MA","NY","COM","07/10/2013",20,"DELV","MERCU","P",14,14,161,952718,"0161","0000","0105P","","NY","O","328","WEST 44TH STREET","YYYYYYB","0800A","0600P","WHITE",1991
"11263",1351738616,"62976J7","NY","COM","07/10/2013",14,"DELV","MERCU","P",14,14,161,952778,"0161","0000","0155P","","NY","F","258","WEST 44TH STREET","BBBBBBB","ALL","ALL","BROWN",1998
"11264",1351738628,"42882JW","NY","COM","07/10/2013",74,"DELV","MERCU","P",18,18,161,952778,"0161","0000","0145P","","NY","F","212","WEST 46TH STREET","BBBBBBB","ALL","ALL","WHITE",2007
"11265",1351816287,"H02DUM","NY","PAS","07/10/2013",71,"SUBN","BUICK","P",1,1,1,945035,"0001","0000","0612A","","NY","O","99","BATTERY PLACE","BBBBBBB","ALL","ALL","RED",2006
"11266",1351826803,"49931JG","NY","COM","07/10/2013",46,"DELV","","P",1,1,1,946061,"0001","0000","0114P","","NY","F","39","N MOORE ST","BBBBBBB","ALL","ALL","BROWN",0
"11267",1355012922,"18978PC","99","COM","07/10/2013",45,"DELV","K/L","P",17,17,17,942631,"0017","0000","0627A","","NY","F","977","2 AVE","BBBBBBB","ALL","ALL","WT",0
"11268",1355012910,"2050678","ME","PAS","07/10/2013",45,"DELV","F/L","P",NA,0,17,542837,"0017","0000","0627A","","NY","F","977","2ND","BBBBBBB","ALL","ALL","WH",0
"11269",1351740465,"99213JJ","NY","COM","07/10/2013",14,"DELV","GMC","P",14,14,161,952169,"0161","0000","0140P","","NY","F","208","W 41 ST","BBBBBBB","ALL","ALL","WHITE",1995
"11270",1351740489,"47830MD","NY","COM","07/10/2013",38,"DELV","PETER","P",14,14,161,952987,"0161","0000","0100P","","NY","F","555","8TH AVE","YYYYYYB","0700A","0700P","WHITE",2014
"11271",1351740672,"XS472H","NJ","PAS","07/10/2013",85,"DELV","FORD","P",14,14,14,927896,"0014","0000","0445A","0100A","NY","F","12","E 31 ST","BBBBBBB","ALL","ALL","WHITE",0
"11272",1351741597,"K86028","CT","COM","07/10/2013",14,"DELV","MERCU","P",14,14,161,953037,"0161","0000","0205P","","NY","F","216","W 42 ST","BBBBBBB","ALL","ALL","WHITE",0
"11273",1351741731,"42882JW","NY","COM","07/10/2013",14,"DELV","MERCU","P",18,18,161,853265,"0161","0000","0244P","","NY","F","212","W 46 ST","BBBBBBB","ALL","ALL","WHITE",2007
"11274",1351747149,"53812JV","NY","COM","07/10/2013",47,"REFG","MITSU","P",14,14,14,941782,"0014","0000","0845A","","NY","F","667","8TH AVE","BBBBBBB","ALL","ALL","WHITE",2003
"11275",1351747150,"XV675Z","99","COM","07/10/2013",47,"DELV","MITSU","P",14,14,14,941782,"0014","0000","1256P","","NY","F","555","8TH AV","BBBBBBB","ALL","ALL","WHITE",0
"11276",1351829038,"ZDM0099","NJ","PAS","07/10/2013",14,"VAN","CHEVR","X",1,1,1,898022,"0001","0000","0944A","","NY","F","46","TRINITY PL","YYYYYBB","0600A","1000A","BR",0
"11277",1351829040,"89730JV","NY","COM","07/10/2013",14,"VAN","DODGE","X",1,1,1,898022,"0001","0000","0945A","","NY","F","","S/S RECTOR ST","BBBBBBB","ALL","ALL","WHT",2006
"11278",1351829051,"98397JX","NY","COM","07/10/2013",14,"VAN","WORK","X",1,1,1,898022,"0001","0000","0946A","","NY","F","68","TRINITY PL","BBBBBBB","ALL","ALL","BR",2007
"11279",1351829063,"XV843M","NJ","PAS","07/10/2013",19,"DELV","FREGI","X",1,1,1,898022,"0001","0000","0955A","","NY","F","17","TRINITY PL","BBBBBBB","ALL","ALL","RED",0
"11280",1351829075,"37807JV","NY","COM","07/10/2013",46,"REFG","MITSU","X",1,1,1,898022,"0001","0000","1010A","","NY","F","46","TRINITY PL","BBBBBBB","ALL","ALL","WHT",0
"11281",1351835464,"91655MC","NY","COM","07/10/2013",14,"VAN","WH","P",1,1,1,941346,"0001","0000","0935A","","NY","O","175","WEST BROADWAY","YYYYYYY","ALL","ALL","BROWN",2012
"11282",1351835488,"49931JG","NY","COM","07/10/2013",46,"DELV","GMC","P",1,1,1,941346,"0001","0000","0316P","","NY","F","65","NORTH MOORE ST","BBBBBBB","ALL","ALL","BROWN",1988
"11283",1351755456,"P658219","IL","PAS","07/10/2013",14,"DELV","INTER","P",14,14,161,952867,"0161","0000","0105A","","NY","O","3","TIMES SQUARE","BBBBBBB","ALL","ALL","WHITE",0
"11284",1351768372,"70226JY","NY","COM","07/10/2013",46,"DELV","UD","P",14,14,14,915137,"0014","0000","1105A","","NY","F","269","WEST 36 ST","BBBBBBB","ALL","ALL","WHITE",2007
"11286",1351770380,"62985JM","NY","COM","07/10/2013",38,"DELV","GMC","P",14,14,161,952628,"0161","0000","1257P","","NY","F","525","8TH AVENUE","YYYYYYB","0700A","0700P","BROWN",1986
"11287",1353193780,"88RL59","NY","MOT","07/10/2013",51,"MCY","VESPA","T",13,13,0,347580,"MTPU","0000","0901A","","NY","F","130","E 24TH ST","BBBBBBB","ALL","ALL","BL",0
"11288",1351770718,"47830MD","NY","COM","07/10/2013",46,"DELV","PETER","P",14,14,161,952479,"0161","0000","0135P","","NY","F","673","8TH AVE","BBBBBBB","ALL","ALL","WHITE",2014
"11289",1351771322,"85828JB","NY","COM","07/10/2013",46,"DELV","FRUEH","P",14,14,14,950106,"0014","0000","1119A","","NY","F","149","W 37 ST","BBBBBBB","ALL","ALL","WH",0
"11290",1351771620,"99828MC","NY","COM","07/10/2013",47,"VAN","DODGE","P",14,14,14,949883,"0014","0000","0425P","","NY","F","454","9 AVENUE","BBBBBBB","ALL","ALL","WHITE",2006
"11291",1351771632,"35938JV","NY","COM","07/10/2013",17,"VAN","MITSU","P",14,14,14,949883,"0014","0000","0447P","","NY","F","315","WEST 43 STREET","BBBBBBB","ALL","ALL","WHITE",2007
"11292",1351771644,"45633MB","NY","COM","07/10/2013",14,"VAN","FRUEH","P",14,14,14,949883,"0014","0000","0802P","","NY","O","200","WEST 44 STREET","BBBBBBB","ALL","ALL","WHITE",0
"11293",1351776990,"VNY510","NJ","PAS","07/10/2013",41,"UNK","ROVER","P",1,1,1,942449,"0001","0000","1146A","","NY","O","121","WOOSTER ST","YYYYYBB","0800A","0600P","BLACK",0
"11294",1351777002,"GES3509","NY","PAS","07/10/2013",20,"SUBN","DODGE","P",1,1,1,942446,"0001","0000","1149A","","NY","O","97","WESTER ST","YYYYYYB","0800A","0600P","GREEN",1998
"11295",1351777014,"42322JM","NY","COM","07/10/2013",20,"VAN","CHEVR","P",1,1,7,942444,"0007","0000","1157A","","NY","F","59*","WESTER ST","YYYYYBB","0600A","0600P","WHITE",1993
"11296",1351777051,"60280JR","NY","COM","07/10/2013",20,"VAN","SOLEC","P",7,7,1,942444,"0001","0000","1142A","","NY","F","125","WESTER ST","YYYYYBB","0800A","0600P","BROWN",2004
"11297",1351779667,"41854JM","NY","COM","07/10/2013",20,"VAN","GMC","X",1,1,1,914776,"0001","0000","1034A","","NY","F","83","MERCER ST","YYYYYBB","0800A","0600P","WHITE",1995
"11298",1351779679,"51134JU","NY","COM","07/10/2013",20,"VAN","SOLEC","P",1,1,1,941776,"0001","0000","1037A","","NY","O","66","MERCER ST","YYYYYBB","0800A","0600P","BROWN",2004
"11299",1351779680,"49771JG","NY","COM","07/10/2013",51,"VAN","MERCU","P",1,1,1,941776,"0001","0000","1041A","","NY","","","S/W C/O THOMPSON ST","BBBBBBB","ALL","ALL","BROWN",1997
"11300",1351779710,"41946JM","NY","COM","07/10/2013",46,"VAN","GMC","P",1,1,1,941776,"0001","0000","1057A","","NY","F","181","WEST BROADWAY","BBBBBBB","ALL","ALL","WHITE",1995
"11301",1351779722,"41973JM","NY","COM","07/10/2013",14,"VAN","CHEVR","P",1,1,1,941776,"0001","0000","1101A","","NY","O","11","PARK PL","BBBBBBB","ALL","ALL","WHITE",1994
"11302",1351779734,"49965JG","NY","COM","07/10/2013",14,"VAN","GMC","P",1,1,1,941776,"0001","0000","1108A","","NY","F","85","BROAD ST","BBBBBBB","ALL","ALL","BROWN",1989
"11303",1351779746,"XN380T","NJ","PAS","07/10/2013",20,"VAN","","P",1,1,1,941776,"0001","0000","1150A","","NY","F","","N/E C/O KINGS ST","YYYYYBB","0800A","0600P","YELLO",0
"11304",1351779758,"49735JG","NY","COM","07/10/2013",20,"VAN","MERCU","P",1,1,1,941776,"0001","0000","1202P","","NY","O","123","MERCER ST","YYYYYBB","0800A","0600P","BROWN",1996
"11305",1351779783,"41684JM","NY","COM","07/10/2013",20,"VAN","CHEVR","P",1,1,1,941776,"0001","0000","0228A","","NY","O","","KINGS ST","YYYYYBB","0800A","0600P","WHITE",1994
"11307",1353270907,"35273MB","NY","COM","07/10/2013",16,"DELV","CHEVR","P",78,78,420,958788,"0420","0000","0502P","","NY","O","441","W 45 ST","YYYYYBB","0700A","0700P","WHITE",2005
"11308",1353270919,"99308MC","NY","COM","07/10/2013",16,"VAN","FR/LI","P",18,18,420,938786,"0420","0000","0510P","","NY","O","453","W 43 ST","YYYYYBB","0700A","0700P","WH",1998
"11309",1353271109,"63037JM","NY","COM","07/10/2013",20,"DELV","GMC","X",14,14,420,899877,"0420","0000","0526P","","NY","F","353","W 44 ST","YYYYYYB","0800A","0600P","BRN",1987
"11310",1353271110,"42734JP","NY","COM","07/10/2013",14,"DELV","GMC","X",14,14,420,899477,"0420","0000","0544P","","NY","O","1140","6TH AVE","YYYYYBB","0700A","0600P","BRN",1989
"11311",1353271122,"98975MC","NY","COM","07/10/2013",38,"VAN","DODGE","P",18,18,420,899877,"0420","0000","0559P","","NY","F","202","W 49 ST","BBBBBBB","0700A","0600P","WHT",2006
"11312",1353271134,"44385JW","NY","COM","07/10/2013",14,"VAN","FORD","X",14,14,420,899477,"0420","0000","0746P","","NY","F","220","W 45 ST","BBBBBBB","ALL","ALL","WH",1987
"11314",1351796010,"49904JG","NY","COM","07/10/2013",14,"DELV","","P",1,1,1,950172,"0001","0000","0551P","","NY","F","225","RECTOR PL","BBBBBBB","ALL","ALL","BROWN",0
"11315",1353271705,"99021MC","NY","COM","07/10/2013",20,"VAN","DODGE","P",14,14,420,895969,"0420","0000","0503P","","NY","","","W/S 10 AVE","BBBBBBB","ALL","ALL","WH",2006
"11316",1353271729,"YXE4105","PA","PAS","07/10/2013",14,"VAN","FORD","P",14,14,420,895969,"0420","0000","0520P","","NY","","","S/S W 32 ST","YYYYYYB","0800A","0600P","WH",0
"11317",1353271730,"63460JM","NY","COM","07/10/2013",38,"VAN","GMC","P",14,14,420,895969,"0420","0000","0555P","","NY","F","302","W 37 ST","YYYYYBB","0700A","0700P","BR",1990
"11318",1351722141,"PT79869","AZ","PAS","07/10/2013",80,"SUBN","TOYOT","P",14,14,14,939542,"0014","0000","0910A","","NY","F","1411","BROADWAY","BBBBBBB","ALL","ALL","GREY",2011
"11319",1351723080,"40409JG","NY","COM","07/10/2013",46,"DELV","MERCU","P",14,14,14,950037,"0014","0000","0842A","","NY","F","408","8 AVE","BBBBBBB","ALL","ALL","WH",2004
"11320",1351723996,"41750JU","NY","COM","07/10/2013",47,"UTIL","FRUEH","P",14,14,14,903517,"0014","0000","0923A","","NY","F","578","9TH AVE","BBBBBBB","ALL","ALL","GREEN",2005
"11321",1351724009,"47830MD","NY","COM","07/10/2013",47,"DELV","PETER","P",14,14,14,903517,"0014","0000","0957A","","NY","F","525","7TH AVE","BBBBBBB","ALL","ALL","WHITE",2014
"11322",1351801995,"GEA6824","NY","999","07/10/2013",14,"SDN","DODGE","P",1,1,1,925299,"0001","0000","0025A","","NY","F","21","VANDAM","BBBBBBB","ALL","ALL","ORAN",2012
"11323",1351802008,"ZEA3124","NY","999","07/10/2013",14,"SDN","HONDA","P",1,1,1,925299,"0001","0000","0238A","","NY","F","68","VANDAM","BBBBBBB","ALL","ALL","RED",2013
"11324",1351724174,"48657JV","NY","COM","07/10/2013",14,"DELV","FRUEH","P",14,14,17,897660,"0017","0000","1032A","","NY","","","E/S 7TH AVE 10FT N/O","BBBBBBB","ALL","ALL","WH",2007
"11325",1351724861,"65561PA","NY","999","07/10/2013",14,"DELV","HINO","P",14,14,161,953138,"0161","0000","0140A","","NY","F","661","8TH AVE","BBBBBBB","ALL","ALL","WHITE",0
"11326",1351725075,"93740PA","NY","999","07/10/2013",19,"DELV","MACK","P",14,14,161,953138,"0161","0000","1045P","","NY","F","259","W 42 ST","BBBBBBB","ALL","ALL","WHITE",0
"11327",1351725099,"WTU7033","VA","PAS","07/10/2013",31,"SDN","TOYOT","P",14,14,161,953138,"0161","0000","0924P","","NY","F","672","8TH AVE","BBBBBBB","ALL","ALL","RED",0
"11328",1351725543,"4Z185JM","NY","COM","07/10/2013",38,"VAN","FORD","P",14,14,14,957043,"0014","0000","0904A","","NY","","","C/O W 36 AND","YYYYYBB","0600A","0700P","WHITE",1993
"11329",1351725567,"36903MA","NY","COM","07/10/2013",38,"DELV","HINO","P",14,14,14,952043,"0014","0000","1006A","","NY","F","606","8TH AVE","YYYYYYB","0700A","0700P","WHITE",2012
"11330",1351725786,"9374OPA","NY","IRP","07/10/2013",14,"TRLR","MACK","P",18,18,161,952637,"0161","0000","1216A","","NY","O","1578","BROADWAY","BBBBBBB","ALL","ALL","WHITE",0
"11331",1351725798,"WSF2737","VA","PAS","07/10/2013",14,"SDN","FORD","P",18,18,161,952637,"0161","0000","0936P","","NY","F","304","WEST 47 STREET","BBBBBBB","ALL","ALL","GRAY",0
"11332",1351725816,"JFT6368","PA","PAS","07/10/2013",23,"SDN","ACURA","P",18,18,161,952637,"0161","0000","1000P","","NY","O","750","8TH AVENUE","BBBBBBB","ALL","ALL","WHITE",0
"11333",1351726924,"PAL5146","MN","PAS","07/10/2013",14,"DELV","MERCU","P",14,14,161,953082,"0161","0000","0132P","","NY","F","226","W 44 ST","BBBBBBB","ALL","ALL","WHITE",0
"11334",1351726936,"PAL5146","MN","PAS","07/10/2013",40,"DELV","MERCU","P",14,14,161,953082,"0161","0000","0135P","","NY","F","776","W 44 ST","BBBBBBB","ALL","ALL","WHITE",0
"11335",1351726948,"47830MD","NY","COM","07/10/2013",14,"DELV","MERCU","P",14,14,161,953082,"0161","0000","0148P","","NY","F","673","5TH AVE","BBBBBBB","ALL","ALL","WHITE",2014
"11336",1351728568,"65993JV","NY","COM","07/10/2013",20,"VAN","CHEVR","P",14,14,14,949401,"0014","0000","0611P","","NY","O","157","LEXINGTON","BBBBBBB","ALL","ALL","BLUE",2007
"11337",1351729548,"33330JB","NY","COM","07/10/2013",46,"DELV","MERCU","P",14,14,14,948720,"0014","0000","0307P","","NY","F","408","8 AVE","BBBBBBB","ALL","ALL","RED",1992
"11341",1356336802,"43195MC","NY","COM","07/10/2013",20,"SUBN","HYUND","P",6,6,6,928524,"0006","0000","0840A","","NY","F","50","GROVE ST","YYYYYYB","0800A","0600P","BL",2006
"11342",1356336814,"H77CUF","NJ","PAS","07/10/2013",40,"SUBN","CADIL","P",6,6,6,928524,"0006","0000","0903A","","NY","O","577","HUDSON ST","BBBBBBB","ALL","ALL","BLACK",0
"11343",1356336826,"41666JM","NY","COM","07/10/2013",20,"VAN","CHEVR","P",6,6,6,928524,"0006","0000","0943A","","NY","F","140","W 4 ST","YYYYYYB","0800A","0600P","WHITE",1993
"11344",1356336838,"97306MC","NY","COM","07/10/2013",20,"VAN","FORD","P",6,6,6,928524,"0006","0000","1016A","","NY","O","1","W 3RD ST","YYYYYYB","0800A","0600P","WHITE",2013
"11345",1356374360,"GFG6292","NY","PAS","07/10/2013",40,"SDN","BMW","P",10,10,10,936506,"0010","0000","0824A","","NY","O","180","10 AVE","BBBBBBB","ALL","ALL","WHITE",2006
"11346",1356374372,"GFG6292","NY","PAS","07/10/2013",71,"SDN","BMW","P",10,10,10,936506,"0010","0000","0824A","","NY","O","180","10 AVE","BBBBBBB","ALL","ALL","WHITE",2006
"11347",1356374888,"37578JV","NY","COM","07/10/2013",14,"VAN","FRUEH","P",10,10,10,940651,"0010","0000","0105A","","NY","F","261","11TH AVE","YYYYYYY","1100P","0600A","WH",2006
"11348",1356375315,"36900MA","99","COM","07/10/2013",47,"DELV","CHEVR","P",10,10,10,895496,"0010","0000","1101A","","NY","F","154","7 AV","YYYYYYB","0700A","0700P","WH",2012
"11349",1356375327,"97203JU","NY","COM","07/10/2013",47,"UTIL","FRUEH","P",10,10,10,895496,"0010","0000","1108A","","NY","F","154","7 AV","YYYYYYB","0700A","0700P","GRN",2006
"11350",1356375340,"81676JN","NY","COM","07/10/2013",47,"DELV","MERCU","P",10,10,10,895496,"0010","0000","1146A","","NY","F","255","W 14 ST","YYYYYYB","0700A","0700P","WH",2004
"11351",1356375406,"57976JA","NY","COM","07/10/2013",47,"UTIL","FRUEH","P",10,10,10,895496,"0010","0000","0106P","","NY","F","158","8 AV","YYYYYYB","0700A","0700P","GRN",2001
"11352",1356375480,"GEL4201","NY","PAS","07/10/2013",71,"SUBN","FORD","P",10,10,10,931943,"0010","0000","1038P","","NY","F","431","W 17 ST","BBBBBBB","ALL","ALL","GRN",2003
"11353",1356375686,"84067JW","NY","COM","07/10/2013",46,"VAN","DODGE","P",10,10,10,927132,"0010","0000","1119A","","NY","F","430","W 24 ST","BBBBBBB","ALL","ALL","WH",2007
"11354",1356376319,"84000JY","NY","COM","07/10/2013",24,"VAN","CHEVR","P",10,10,10,945118,"0010","0000","1145A","","NY","","","REAR OF 418 W 17 ST","BBBBBBB","ALL","ALL","WHITE",2009
"11355",1356376320,"GFD2934","NY","PAS","07/10/2013",20,"TWOD","FIAT","P",10,10,10,945118,"0010","0000","1225P","","NY","","","S/W CORNER 20 ST","YYYYYBB","0800A","0600P","GRAY",2013
"11356",1356410807,"GFM7381","NY","PAS","07/10/2013",20,"P-U","DODGE","P",10,10,10,940206,"0010","0000","1246A","","NY","","","E/S 12 AVE","BBBBBBB","ALL","ALL","WH",2013
"11357",1356410832,"6SN733","NY","PAS","07/10/2013",40,"SDN","TOYOT","P",10,10,10,940206,"0010","0000","0124P","","NY","F","454","W 36 ST","BBBBBBB","ALL","ALL","GN",2004
"11358",1356411447,"63107JM","NY","COM","07/10/2013",47,"DELV","GMC","P",10,10,10,949956,"0010","0000","0540P","","NY","O","401","W 19","BBBBBBB","0700A","0700P","BK",1990
"11359",1356413481,"37578JV","NY","COM","07/10/2013",14,"VAN","FRUEH","P",10,10,10,931757,"0010","0000","0434A","","NY","F","261","11 AVE","BBBBBBB","1100P","0600A","WHT",2006
"11360",1356413493,"62587JL","NY","COM","07/10/2013",14,"VAN","FRUEH","P",10,10,10,931757,"0010","0000","0434A","","NY","O","600","W 28 ST","BBBBBBB","1100P","0600A","WHT",2003
"11361",1356476065,"55003MB","NY","COM","07/10/2013",46,"DELV","GMC","X",23,23,23,944358,"0023","0000","0506P","","NY","O","1878","3RD AVE","BBBBBBB","ALL","ALL","BRN",0
"11362",1356476090,"98908JA","NY","COM","07/10/2013",46,"DELV","GMC","X",23,23,23,944358,"0023","0000","0432P","","NY","O","1590","LEXINGTON","BBBBBBB","ALL","ALL","BRN",2012
"11363",1356476132,"55006MD","NY","COM","07/10/2013",46,"DELV","GMC","X",23,23,23,944358,"0023","0000","0509A","","NY","F","1936","3RD AVE","BBBBBBB","ALL","ALL","BRW",2012
"11364",1356478311,"GCT5275","NY","PAS","07/10/2013",19,"SUBN","MITSU","P",23,23,23,945024,"0023","0000","0452P","","NY","F","1840","LEXINGTON AVE","BBBBBBB","ALL","ALL","WHITE",2009
"11365",1356478323,"35210MB","NY","COM","07/10/2013",46,"DELV","FRUEH","P",23,23,23,945024,"0023","0000","0513P","","NY","F","1976","8RD AVE","BBBBBBB","ALL","ALL","BROWN",2012
"11366",1356478335,"35210MB","NY","COM","07/10/2013",46,"DELV","FRUEH","P",23,23,23,945024,"0023","0000","0516P","","NY","F","1996","8RD AVE","BBBBBBB","ALL","ALL","BROWN",2012
"11367",1356478347,"8N37A","NY","SRF","07/10/2013",46,"TAXI","FORD","P",23,23,20,945024,"0020","0000","0845P","","NY","F","1781","6RD AVE","BBBBBBB","ALL","ALL","YELLO",2012
"11368",1356319701,"81676","NY","COM","07/10/2013",46,"TRUK","MERCU","P",6,6,6,952112,"0006","0000","0934A","0934A","NY","F","473","6TH AVE","BBBBBBB","ALL","ALL","WHITE",2004
"11369",1356326419,"5193TR","FL","PAS","07/10/2013",40,"SDN","ACURA","P",6,6,6,949840,"0006","0000","0513A","","NY","F","208","THOMPSON ST","BBBBBBB","ALL","ALL","SILVE",0
"11370",1355002102,"4L71A","NY","SRF","07/10/2013",46,"SDN","TOYOT","P",17,17,17,927018,"0017","0000","0925A","","NY","F","569","LEXINGTON","BBBBBBB","ALL","ALL","YEL",2013
"11371",1355002710,"53205JR","NY","COM","07/10/2013",14,"DELV","MERCU","P",17,17,17,943598,"0017","0000","0256P","0256P","NY","O","209","E 48 ST","BBBBBBB","ALL","ALL","WHT",2004
"11372",1355002734,"53205JR","NY","COM","07/10/2013",74,"TRLR","MERCU","P",17,17,17,943598,"0017","0000","0256P","0256P","NY","O","209","E 48 ST","BBBBBBB","ALL","ALL","WHT",2004
"11373",1355003052,"XU475Z","NJ","PAS","07/10/2013",46,"DELV","UD","P",17,17,17,943180,"0017","0000","1005A","","NY","F","25","SUTTON PLACE SOUTH","BBBBBBB","ALL","ALL","WH",0
"11374",1355005486,"64562AX","NY","COM","07/10/2013",46,"VAN","CHEVR","P",17,17,17,929192,"0017","0000","0420P","","NY","F","377","E 33 ST","BBBBBBB","ALL","ALL","WH",2004
"11376",1355010007,"614XTZ","CT","PAS","07/10/2013",14,"SDN","AUDI","P",17,17,17,923015,"0017","0000","0320A","","NY","F","340","EB","BBBBBBB","ALL","ALL","GRAY",0
"11377",1355010019,"GJC2019","NY","PAS","07/10/2013",40,"SDN","CHEVR","P",17,17,17,923015,"0017","0000","0324A","","NY","O","212","E 43","BBBBBBB","ALL","ALL","GRY",2014
"11378",1355010044,"GBC7969","NY","PAS","07/10/2013",14,"SUBN","FORD","P",17,17,17,923015,"0017","0000","0345A","","NY","F","314","E 35","BBBBBBB","ALL","ALL","RD",2009
"11379",1355012636,"88550JU","NY","COM","07/10/2013",14,"VAN","DODGE","P",17,17,17,945495,"0017","0000","1002A","","NY","F","227","E 52 ST","BBBBBBB","ALL","ALL","WH",2005
"11380",1355012648,"PRZ2527","99","999","07/10/2013",45,"DELV","MERCU","P",17,17,17,945495,"0017","0000","1208P","","NY","O","144","E 44 ST","BBBBBBB","ALL","ALL","WH",0
"11381",1355012650,"61287MC","NY","COM","07/10/2013",45,"REFG","ISUZU","P",17,17,17,945495,"0017","0000","0250P","","NY","F","850","3 AVE","BBBBBBB","ALL","ALL","WH",2005
"11382",1355013318,"63507JM","NY","999","07/10/2013",74,"VAN","INTER","P",17,17,17,939211,"0017","0000","0420A","","NY","F","307","E 33 ST","BBBBBBB","ALL","ALL","BRN",1998
"11383",1355013320,"63507JM","NY","999","07/10/2013",46,"VAN","INTER","P",17,17,17,939211,"0017","0000","0420P","","NY","F","307","E 33 ST","BBBBBBB","ALL","ALL","BRN",1998
"11385",1355640945,"94195JW","NY","COM","07/10/2013",20,"DELV","GMC","P",7,7,7,940908,"0007","0000","1057A","","NY","F","219","STANTON","YYYYYYY","0800A","0700P","WH",2006
"11386",1355879875,"479ZML","CT","999","07/10/2013",17,"P-U","DODGE","P",18,18,18,906639,"0018","0000","0138P","","NY","F","404","W 54TH STREET","BBBBBBB","ALL","ALL","GRAY",2004
"11387",1355880180,"98975MC","NY","COM","07/10/2013",14,"VAN","DODGE","P",18,18,18,904522,"0018","0000","0810P","","NY","F","216","W 49 STREET","BBBBBBB","0700A","1200A","WH",2006
"11388",1355880520,"47246MC","NY","COM","07/10/2013",16,"VAN","FORD","P",18,18,19,949578,"0019","0000","0845A","","NY","O","636","W 47 ST","BBBBBBB","ALL","ALL","BLK",2006
"11389",1355881470,"48684JV","NY","COM","07/10/2013",46,"UTIL","FRUEH","P",18,18,18,947332,"0018","0000","1038A","","NY","O","940","8TH AVE","BBBBBBB","ALL","ALL","BLACK",2007
"11390",1355883520,"49913JG","NY","COM","07/10/2013",14,"DELV","GMC","P",18,18,18,922640,"0018","0000","0910A","","NY","F","48","W 48","BBBBBBB","ALL","ALL","BN",1988
"11391",1355883532,"51825JF","NY","COM","07/10/2013",14,"DELV","FRUEH","P",18,18,18,922640,"0018","0000","0912A","","NY","F","48","W 48","BBBBBBB","ALL","ALL","WH",0
